SK|RESULT_CACHE|RESULT_CACHE_TS
18927|The total sales in the Rolling 13 Weeks timeframe for the MADISON NY store is $5,897,758|2024-01-09 14:49:45.991881
18928|The total sales in the Rolling 13 Weeks timeframe for the OSWEGO store is $6,003,569|2024-01-09 14:49:46.214894
18929|The total sales in the Rolling 13 Weeks timeframe for the LEBANON store is $7,715,882|2024-01-09 14:49:46.389488
18930|The total sales in the Rolling 13 Weeks timeframe for the SO. BURLINGTON store is $3,884,631|2024-01-09 14:49:46.602935
18931|The total sales in the Rolling 13 Weeks timeframe for the SHREWSBURY store is $6,186,564|2024-01-09 14:49:46.826713
18932|The total sales in the Rolling 13 Weeks timeframe for the COLCHESTER store is $2,345,240|2024-01-09 14:49:47.117474
18933|The total sales in the Rolling 13 Weeks timeframe for the HOPKINTON store is $7,037,554|2024-01-09 14:49:47.353131
18934|The total sales in the Rolling 13 Weeks timeframe for the MIDDLETOWN CT store is $8,552,642|2024-01-09 14:49:47.647836
18935|The total sales in the Rolling 13 Weeks timeframe for the LENOX store is $7,329,314|2024-01-09 14:49:47.855855
18936|The total sales in the Rolling 13 Weeks timeframe for the CHENANGO store is $9,388,881|2024-01-09 14:49:48.047166
18937|The total sales in the Rolling 13 Weeks timeframe for the COOPERSTOWN store is $4,352,123|2024-01-09 14:49:48.652690
18938|The total sales in the Rolling 13 Weeks timeframe for the MARSHALL''S CREEK store is $5,805,650|2024-01-09 14:49:48.843887
18939|The total sales in the Rolling 13 Weeks timeframe for the BINGHAMTON store is $5,665,469|2024-01-09 14:49:49.071678
18940|No results|2024-01-09 14:49:49.382853
18941|The total sales in the Rolling 13 Weeks timeframe for the GARDNER store is $8,562,684|2024-01-09 14:49:49.757340
18942|The total sales in the Rolling 13 Weeks timeframe for the WEBSTER store is $15,456,373|2024-01-09 14:49:50.304677
18943|The total sales in the Rolling 13 Weeks timeframe for the ALEXANDRIA BAY store is $2,905,364|2024-01-09 14:49:50.815066
18944|The total sales in the Rolling 13 Weeks timeframe for the LITTLE FALLS store is $3,146,136|2024-01-09 14:49:51.274810
18945|The total sales in the Rolling 13 Weeks timeframe for the STORRS store is $4,182,864|2024-01-09 14:49:51.739831
18946|The total sales in the Rolling 13 Weeks timeframe for the SUTTON MA store is $13,931,722|2024-01-09 14:49:51.929397
18947|The total sales in the Rolling 13 Weeks timeframe for the WATERVLIET store is $5,343,293|2024-01-09 14:49:52.134231
18948|The total sales in the Rolling 13 Weeks timeframe for the CHATHAM store is $8,051,358|2024-01-09 14:49:52.355458
18949|The total sales in the Rolling 13 Weeks timeframe for the WARRENSBURG store is $4,431,327|2024-01-09 14:49:52.547394
18950|The total sales in the Rolling 13 Weeks timeframe for the OXFORD store is $9,661,576|2024-01-09 14:49:52.753390
18951|The total sales in the Rolling 13 Weeks timeframe for the FT EDWARD store is $5,954,067|2024-01-09 14:49:52.973828
18952|The total sales in the Rolling 13 Weeks timeframe for the CLIFTON PARK PLAZA store is $6,493,220|2024-01-09 14:49:53.158169
18953|No results|2024-01-09 14:49:53.315392
18954|No results|2024-01-09 14:49:53.454457
18955|No results|2024-01-09 14:49:53.593273
18956|No results|2024-01-09 14:49:53.719557
18957|No results|2024-01-09 14:49:53.932742
18958|No results|2024-01-09 14:49:54.074282
18959|No results|2024-01-09 14:49:54.217129
18960|No results|2024-01-09 14:49:54.406414
18961|No results|2024-01-09 14:49:54.548563
18962|No results|2024-01-09 14:49:54.691167
18963|No results|2024-01-09 14:49:54.912050
18964|No results|2024-01-09 14:49:55.058475
18965|No results|2024-01-09 14:49:55.328440
18966|No results|2024-01-09 14:49:55.470760
18967|No results|2024-01-09 14:49:55.612247
18968|No results|2024-01-09 14:49:55.738649
18969|The total sales in the Last Complete Week timeframe for the EASTERN PARKWAY store is $710,381|2024-01-09 14:49:56.014572
18970|The total sales in the Last Complete Week timeframe for the BRUNSWICK store is $797,450|2024-01-09 14:49:56.231582
18971|The total sales in the Last Complete Week timeframe for the LINCOLN store is $207,425|2024-01-09 14:49:56.433366
18972|No results|2024-01-09 14:49:56.632486
18973|No results|2024-01-09 14:49:56.816603
18974|No results|2024-01-09 14:49:57.140390
18975|No results|2024-01-09 14:49:57.319794
18976|The total sales in the Last Complete Week timeframe for the JOHNSTOWN store is $602,295|2024-01-09 14:49:57.506984
18977|No results|2024-01-09 14:49:57.704156
18978|No results|2024-01-09 14:49:57.989412
18979|The total sales in the Last Complete Week timeframe for the MADISON AVE store is $377,560|2024-01-09 14:49:58.281322
18980|The total sales in the Last Complete Week timeframe for the WEST CARTHAGE store is $293,378|2024-01-09 14:49:58.500822
18981|The total sales in the Last Complete Week timeframe for the GENESEE STREET store is $498,066|2024-01-09 14:49:58.805572
18982|The total sales in the Last Complete Week timeframe for the HAMILTON SQUARE store is $531,864|2024-01-09 14:49:58.978667
18983|The total sales in the Last Complete Week timeframe for the POTSDAM store is $332,075|2024-01-09 14:49:59.170628
18984|The total sales in the Last Complete Week timeframe for the OGDENSBURG store is $470,446|2024-01-09 14:49:59.352445
18985|The total sales in the Last Complete Week timeframe for the MASSENA store is $304,419|2024-01-09 14:49:59.544552
18986|The total sales in the Last Complete Week timeframe for the COHOES store is $155,682|2024-01-09 14:49:59.832285
18987|The total sales in the Last Complete Week timeframe for the GOUVERNEUR store is $352,575|2024-01-09 14:50:00.026736
18988|The total sales in the Last Complete Week timeframe for the GLENVILLE store is $892,963|2024-01-09 14:50:00.218388
18989|The total sales in the Last Complete Week timeframe for the WILTON store is $950,609|2024-01-09 14:50:00.401945
18990|The total sales in the Last Complete Week timeframe for the GLEN STREET store is $884,375|2024-01-09 14:50:00.645795
18991|The total sales in the Last Complete Week timeframe for the CATSKILL store is $584,926|2024-01-09 14:50:00.838079
18992|The total sales in the Last Complete Week timeframe for the NORTH UTICA store is $449,211|2024-01-09 14:50:01.059057
18993|The total sales in the Last Complete Week timeframe for the DELAWARE AVE store is $359,169|2024-01-09 14:50:01.354551
18994|The total sales in the Last Complete Week timeframe for the CANTON store is $384,700|2024-01-09 14:50:01.559158
18995|No results|2024-01-09 14:50:01.764539
18996|The total sales in the Last Complete Week timeframe for the MECHANICVILLE store is $452,575|2024-01-09 14:50:02.089617
18997|The total sales in the Last Complete Week timeframe for the WATERTOWN store is $487,180|2024-01-09 14:50:02.278598
18998|The total sales in the Last Complete Week timeframe for the EAST GREENBUSH store is $807,307|2024-01-09 14:50:02.585650
18999|The total sales in the Last Complete Week timeframe for the CLIFTON SHOPPERS WORLD store is $1,237,089|2024-01-09 14:50:02.791937
19000|The total sales in the Last Complete Week timeframe for the MIDDLETOWN store is $369,324|2024-01-09 14:50:03.005263
19001|The total sales in the Last Complete Week timeframe for the COBLESKILL store is $660,044|2024-01-09 14:50:03.194976
19002|The total sales in the Last Complete Week timeframe for the WEST RUTLAND store is $350,717|2024-01-09 14:50:03.417712
19003|The total sales in the Last Complete Week timeframe for the BARRE store is $635,936|2024-01-09 14:50:03.714844
19004|The total sales in the Last Complete Week timeframe for the MANCHESTER, VT store is $198,476|2024-01-09 14:50:03.915231
19005|The total sales in the Last Complete Week timeframe for the ST. ALBANS store is $535,661|2024-01-09 14:50:04.128482
19006|The total sales in the Last Complete Week timeframe for the POUGHKEEPSIE store is $444,324|2024-01-09 14:50:04.332323
19007|The total sales in the Last Complete Week timeframe for the ENDICOTT store is $546,141|2024-01-09 14:50:04.538585
19008|The total sales in the Last Complete Week timeframe for the RUTLAND PLAZA store is $887,698|2024-01-09 14:50:04.905325
19009|No results|2024-01-09 14:50:05.103049
19010|The total sales in the Last Complete Week timeframe for the WESTGATE store is $479,669|2024-01-09 14:50:05.344222
19011|The total sales in the Last Complete Week timeframe for the ONEONTA store is $497,009|2024-01-09 14:50:05.551293
19012|The total sales in the Last Complete Week timeframe for the O''NEILL HIGHWAY store is $769,877|2024-01-09 14:50:05.757251
19013|The total sales in the Last Complete Week timeframe for the BRATTLEBORO store is $503,542|2024-01-09 14:50:05.969415
19014|The total sales in the Last Complete Week timeframe for the MORRISVILLE store is $528,173|2024-01-09 14:50:06.248407
19015|The total sales in the Last Complete Week timeframe for the MARKET BISTRO store is $1,467,528|2024-01-09 14:50:06.457193
19016|The total sales in the Last Complete Week timeframe for the AMSTERDAM store is $692,114|2024-01-09 14:50:06.630338
19017|The total sales in the Last Complete Week timeframe for the PITTSFIELD store is $1,311,503|2024-01-09 14:50:06.834586
19018|The total sales in the Last Complete Week timeframe for the ST. JOHNSBURY store is $589,878|2024-01-09 14:50:07.092265
19019|The total sales in the Last Complete Week timeframe for the VAILS GATE store is $330,383|2024-01-09 14:50:07.289659
19020|The total sales in the Last Complete Week timeframe for the PARK AVENUE store is $320,822|2024-01-09 14:50:07.612926
19021|The total sales in the Last Complete Week timeframe for the SPENCER store is $237,172|2024-01-09 14:50:07.839799
19022|The total sales in the Last Complete Week timeframe for the SUNDERLAND ROAD store is $210,577|2024-01-09 14:50:08.232604
19023|The total sales in the Last Complete Week timeframe for the GT. BARRINGTON store is $444,420|2024-01-09 14:50:08.534657
19024|The total sales in the Last Complete Week timeframe for the TORRINGTON store is $885,872|2024-01-09 14:50:08.839354
19025|The total sales in the Last Complete Week timeframe for the GRANVILLE store is $544,570|2024-01-09 14:50:09.053291
19026|The total sales in the Last Complete Week timeframe for the ROUTE 50 store is $858,197|2024-01-09 14:50:09.345666
19027|The total sales in the Last Complete Week timeframe for the BETHLEHEM store is $1,153,824|2024-01-09 14:50:09.552507
19028|The total sales in the Last Complete Week timeframe for the WORCESTER FAIR store is $346,433|2024-01-09 14:50:09.777851
19029|The total sales in the Last Complete Week timeframe for the NORWICH store is $560,388|2024-01-09 14:50:10.057726
19030|The total sales in the Last Complete Week timeframe for the MARLBOROUGH store is $702,513|2024-01-09 14:50:10.373168
19031|The total sales in the Last Complete Week timeframe for the PALATINE BRIDGE store is $506,810|2024-01-09 14:50:10.682203
19032|The total sales in the Last Complete Week timeframe for the SHELBURNE ROAD store is $852,360|2024-01-09 14:50:10.895466
19033|The total sales in the Last Complete Week timeframe for the MALONE store is $363,185|2024-01-09 14:50:11.195800
19034|The total sales in the Last Complete Week timeframe for the WEST LEBANON store is $508,675|2024-01-09 14:50:11.502165
19035|The total sales in the Last Complete Week timeframe for the PLATTSBURGH store is $848,133|2024-01-09 14:50:11.806703
19036|The total sales in the Last Complete Week timeframe for the TAYLOR store is $292,781|2024-01-09 14:50:12.116407
19037|The total sales in the Last Complete Week timeframe for the LAKE GEORGE store is $43,175|2024-01-09 14:50:12.319921
19038|The total sales in the Last Complete Week timeframe for the BENNINGTON store is $583,043|2024-01-09 14:50:12.521813
19039|The total sales in the Last Complete Week timeframe for the ERIE BLVD. store is $679,157|2024-01-09 14:50:12.822960
19040|The total sales in the Last Complete Week timeframe for the WYOMING store is $414,196|2024-01-09 14:50:13.045199
19041|The total sales in the Last Complete Week timeframe for the WESTERN LIGHTS store is $494,790|2024-01-09 14:50:13.446701
19042|The total sales in the Last Complete Week timeframe for the ALTAMONT AVENUE store is $1,063,125|2024-01-09 14:50:13.651510
19043|The total sales in the Last Complete Week timeframe for the WINDSOR  VT store is $176,813|2024-01-09 14:50:14.065018
19044|The total sales in the Last Complete Week timeframe for the CORTLAND store is $521,164|2024-01-09 14:50:14.253956
19045|The total sales in the Last Complete Week timeframe for the MAIN AND CAMBRIDGE store is $359,382|2024-01-09 14:50:14.459356
19046|The total sales in the Last Complete Week timeframe for the LAKE PLACID store is $331,525|2024-01-09 14:50:14.651891
19047|The total sales in the Last Complete Week timeframe for the HUDSON VALLEY PLAZA store is $580,991|2024-01-09 14:50:14.988044
19048|The total sales in the Last Complete Week timeframe for the CLAY store is $304,517|2024-01-09 14:50:15.288564
19049|The total sales in the Last Complete Week timeframe for the GUILDERLAND store is $598,471|2024-01-09 14:50:15.492059
19050|The total sales in the Last Complete Week timeframe for the MALTA store is $978,026|2024-01-09 14:50:15.684806
19051|The total sales in the Last Complete Week timeframe for the MONTROSE store is $493,890|2024-01-09 14:50:15.953613
19052|The total sales in the Last Complete Week timeframe for the SHAKER ROAD store is $555,133|2024-01-09 14:50:16.141379
19053|The total sales in the Last Complete Week timeframe for the PUTNAM store is $532,838|2024-01-09 14:50:16.619541
19054|The total sales in the Last Complete Week timeframe for the EDWARDSVILLE store is $671,101|2024-01-09 14:50:16.819372
19055|The total sales in the Last Complete Week timeframe for the NISKAYUNA store is $761,591|2024-01-09 14:50:17.029688
19056|The total sales in the Last Complete Week timeframe for the ESSEX CENTER store is $485,928|2024-01-09 14:50:17.237810
19057|The total sales in the Last Complete Week timeframe for the SAUGERTIES store is $446,717|2024-01-09 14:50:17.421497
19058|The total sales in the Last Complete Week timeframe for the MOUNTAIN ROAD store is $985,678|2024-01-09 14:50:17.636953
19059|The total sales in the Last Complete Week timeframe for the GLOVERSVILLE store is $281,437|2024-01-09 14:50:17.823769
19060|The total sales in the Last Complete Week timeframe for the GLENMONT store is $800,769|2024-01-09 14:50:18.161052
19061|The total sales in the Last Complete Week timeframe for the NEWBURGH store is $1,036,685|2024-01-09 14:50:18.456382
19062|The total sales in the Last Complete Week timeframe for the CICERO store is $652,934|2024-01-09 14:50:18.669874
19063|No results|2024-01-09 14:50:18.969287
19064|No results|2024-01-09 14:50:19.177692
19065|The total sales in the Last Complete Week timeframe for the WESTFALL PA store is $640,496|2024-01-09 14:50:19.384215
19066|The total sales in the Last Complete Week timeframe for the SOUTHINGTON store is $344,768|2024-01-09 14:50:19.569629
19067|The total sales in the Last Complete Week timeframe for the BRISTOL store is $816,399|2024-01-09 14:50:19.793579
19068|No results|2024-01-09 14:50:20.403381
19069|The total sales in the Last Complete Week timeframe for the ROME store is $830,960|2024-01-09 14:50:20.882587
19070|The total sales in the Last Complete Week timeframe for the COMMERCIAL DRIVE store is $634,538|2024-01-09 14:50:24.392365
19071|The total sales in the Last Complete Week timeframe for the KEENE store is $312,027|2024-01-09 14:50:25.018592
19072|The total sales in the Last Complete Week timeframe for the NEWINGTON store is $415,096|2024-01-09 14:50:25.323945
19073|The total sales in the Last Complete Week timeframe for the RICHFIELD SPRINGS store is $276,079|2024-01-09 14:50:25.632266
19074|No results|2024-01-09 14:50:25.895684
19075|The total sales in the Last Complete Week timeframe for the ONEIDA store is $617,841|2024-01-09 14:50:26.101061
19076|The total sales in the Last Complete Week timeframe for the FULTON store is $481,477|2024-01-09 14:50:26.339447
19077|The total sales in the Last Complete Week timeframe for the SIDNEY store is $599,335|2024-01-09 14:50:26.552298
19078|The total sales in the Last Complete Week timeframe for the OWEGO store is $510,422|2024-01-09 14:50:26.752140
19079|The total sales in the Last Complete Week timeframe for the DELHI store is $418,987|2024-01-09 14:50:27.069121
19080|The total sales in the Last Complete Week timeframe for the DERBY store is $243,734|2024-01-09 14:50:27.371286
19081|The total sales in the Last Complete Week timeframe for the CHAMPLAIN store is $338,639|2024-01-09 14:50:27.689671
19082|The total sales in the Last Complete Week timeframe for the WINDSOR, CT store is $470,411|2024-01-09 14:50:27.885872
19083|The total sales in the Last Complete Week timeframe for the WILKES store is $323,390|2024-01-09 14:50:28.091359
19084|The total sales in the Last Complete Week timeframe for the WARWICK store is $388,796|2024-01-09 14:50:28.404872
19085|The total sales in the Last Complete Week timeframe for the COLONIE store is $504,909|2024-01-09 14:50:28.704387
19086|The total sales in the Last Complete Week timeframe for the MADISON NY store is $412,967|2024-01-09 14:50:28.901515
19087|The total sales in the Last Complete Week timeframe for the OSWEGO store is $439,283|2024-01-09 14:50:29.217573
19088|The total sales in the Last Complete Week timeframe for the LEBANON store is $613,451|2024-01-09 14:50:29.511743
19089|The total sales in the Last Complete Week timeframe for the SO. BURLINGTON store is $297,052|2024-01-09 14:50:29.831307
19090|The total sales in the Last Complete Week timeframe for the SHREWSBURY store is $486,219|2024-01-09 14:50:30.145024
19091|The total sales in the Last Complete Week timeframe for the COLCHESTER store is $181,214|2024-01-09 14:50:30.451387
19092|The total sales in the Last Complete Week timeframe for the HOPKINTON store is $557,736|2024-01-09 14:50:30.659662
19093|The total sales in the Last Complete Week timeframe for the MIDDLETOWN CT store is $684,902|2024-01-09 14:50:30.864024
19094|The total sales in the Last Complete Week timeframe for the LENOX store is $511,281|2024-01-09 14:50:31.156525
19095|The total sales in the Last Complete Week timeframe for the CHENANGO store is $729,616|2024-01-09 14:50:31.459502
19096|The total sales in the Last Complete Week timeframe for the COOPERSTOWN store is $325,500|2024-01-09 14:50:31.673322
19097|The total sales in the Last Complete Week timeframe for the MARSHALL''S CREEK store is $455,686|2024-01-09 14:50:31.862529
19098|The total sales in the Last Complete Week timeframe for the BINGHAMTON store is $436,001|2024-01-09 14:50:32.189475
19099|No results|2024-01-09 14:50:32.380908
19100|The total sales in the Last Complete Week timeframe for the GARDNER store is $689,436|2024-01-09 14:50:32.697219
19101|The total sales in the Last Complete Week timeframe for the WEBSTER store is $1,201,074|2024-01-09 14:50:32.903528
19102|The total sales in the Last Complete Week timeframe for the ALEXANDRIA BAY store is $205,227|2024-01-09 14:50:33.212233
19103|The total sales in the Last Complete Week timeframe for the LITTLE FALLS store is $254,871|2024-01-09 14:50:33.516613
19104|The total sales in the Last Complete Week timeframe for the STORRS store is $251,849|2024-01-09 14:50:33.697811
19105|The total sales in the Last Complete Week timeframe for the SUTTON MA store is $1,035,123|2024-01-09 14:50:34.836519
19106|The total sales in the Last Complete Week timeframe for the WATERVLIET store is $472,244|2024-01-09 14:50:35.158507
19107|The total sales in the Last Complete Week timeframe for the CHATHAM store is $571,328|2024-01-09 14:50:35.356233
19108|The total sales in the Last Complete Week timeframe for the WARRENSBURG store is $332,455|2024-01-09 14:50:35.626699
19109|The total sales in the Last Complete Week timeframe for the OXFORD store is $730,672|2024-01-09 14:50:35.816319
19110|The total sales in the Last Complete Week timeframe for the FT EDWARD store is $477,069|2024-01-09 14:50:36.021117
19111|The total sales in the Last Complete Week timeframe for the CLIFTON PARK PLAZA store is $515,646|2024-01-09 14:50:36.278977
19112|No results|2024-01-09 14:50:36.417270
19113|No results|2024-01-09 14:50:36.554048
19114|No results|2024-01-09 14:50:36.788123
19115|No results|2024-01-09 14:50:36.929748
19116|No results|2024-01-09 14:50:37.089202
19117|No results|2024-01-09 14:50:37.260326
19118|No results|2024-01-09 14:50:37.396094
19119|No results|2024-01-09 14:50:37.553799
19120|No results|2024-01-09 14:50:37.817472
19121|No results|2024-01-09 14:50:38.022569
19122|No results|2024-01-09 14:50:38.165456
19123|No results|2024-01-09 14:50:38.307659
19124|No results|2024-01-09 14:50:38.534085
19125|No results|2024-01-09 14:50:38.706596
19126|No results|2024-01-09 14:50:38.944842
19127|No results|2024-01-09 14:50:39.237650
19128|The total sales in the Last Complete Week timeframe for the EASTERN PARKWAY store is $710,381|2024-01-09 14:50:39.828778
19129|The total sales in the Last Complete Week timeframe for the BRUNSWICK store is $797,450|2024-01-09 14:50:39.920628
19130|The total sales in the Last Complete Week timeframe for the LINCOLN store is $207,425|2024-01-09 14:50:40.228130
19131|No results|2024-01-09 14:50:40.315040
19132|No results|2024-01-09 14:50:40.406739
19133|No results|2024-01-09 14:50:40.503587
19134|No results|2024-01-09 14:50:40.608505
19135|The total sales in the Last Complete Week timeframe for the JOHNSTOWN store is $602,295|2024-01-09 14:50:40.691594
19136|No results|2024-01-09 14:50:40.800055
19137|No results|2024-01-09 14:50:40.897626
19138|The total sales in the Last Complete Week timeframe for the MADISON AVE store is $377,560|2024-01-09 14:50:41.009296
19139|The total sales in the Last Complete Week timeframe for the WEST CARTHAGE store is $293,378|2024-01-09 14:50:41.088916
19140|The total sales in the Last Complete Week timeframe for the GENESEE STREET store is $498,066|2024-01-09 14:50:41.206506
19141|The total sales in the Last Complete Week timeframe for the HAMILTON SQUARE store is $531,864|2024-01-09 14:50:41.374470
19142|The total sales in the Last Complete Week timeframe for the POTSDAM store is $332,075|2024-01-09 14:50:41.509012
19143|The total sales in the Last Complete Week timeframe for the OGDENSBURG store is $470,446|2024-01-09 14:50:41.601547
19144|The total sales in the Last Complete Week timeframe for the MASSENA store is $304,419|2024-01-09 14:50:41.695961
19145|The total sales in the Last Complete Week timeframe for the COHOES store is $155,682|2024-01-09 14:50:41.821190
19146|The total sales in the Last Complete Week timeframe for the GOUVERNEUR store is $352,575|2024-01-09 14:50:41.940005
19147|The total sales in the Last Complete Week timeframe for the GLENVILLE store is $892,963|2024-01-09 14:50:42.032014
19148|The total sales in the Last Complete Week timeframe for the WILTON store is $950,609|2024-01-09 14:50:42.111912
19149|The total sales in the Last Complete Week timeframe for the GLEN STREET store is $884,375|2024-01-09 14:50:42.215049
19150|The total sales in the Last Complete Week timeframe for the CATSKILL store is $584,926|2024-01-09 14:50:42.312299
19151|The total sales in the Last Complete Week timeframe for the NORTH UTICA store is $449,211|2024-01-09 14:50:42.405398
19152|The total sales in the Last Complete Week timeframe for the DELAWARE AVE store is $359,169|2024-01-09 14:50:42.515954
19153|The total sales in the Last Complete Week timeframe for the CANTON store is $384,700|2024-01-09 14:50:42.650641
19154|No results|2024-01-09 14:50:42.747280
19155|The total sales in the Last Complete Week timeframe for the MECHANICVILLE store is $452,575|2024-01-09 14:50:42.844527
19156|The total sales in the Last Complete Week timeframe for the WATERTOWN store is $487,180|2024-01-09 14:50:42.951220
19157|The total sales in the Last Complete Week timeframe for the EAST GREENBUSH store is $807,307|2024-01-09 14:50:43.070563
19158|The total sales in the Last Complete Week timeframe for the CLIFTON SHOPPERS WORLD store is $1,237,089|2024-01-09 14:50:43.207095
19159|The total sales in the Last Complete Week timeframe for the MIDDLETOWN store is $369,324|2024-01-09 14:50:43.284432
19160|The total sales in the Last Complete Week timeframe for the COBLESKILL store is $660,044|2024-01-09 14:50:43.378502
19161|The total sales in the Last Complete Week timeframe for the WEST RUTLAND store is $350,717|2024-01-09 14:50:43.472861
19162|The total sales in the Last Complete Week timeframe for the BARRE store is $635,936|2024-01-09 14:50:43.551530
19163|The total sales in the Last Complete Week timeframe for the MANCHESTER, VT store is $198,476|2024-01-09 14:50:43.645776
19164|The total sales in the Last Complete Week timeframe for the ST. ALBANS store is $535,661|2024-01-09 14:50:43.757034
19165|The total sales in the Last Complete Week timeframe for the POUGHKEEPSIE store is $444,324|2024-01-09 14:50:43.852426
19166|The total sales in the Last Complete Week timeframe for the ENDICOTT store is $546,141|2024-01-09 14:50:43.950861
19167|The total sales in the Last Complete Week timeframe for the RUTLAND PLAZA store is $887,698|2024-01-09 14:50:44.041791
19168|No results|2024-01-09 14:50:44.120135
19169|The total sales in the Last Complete Week timeframe for the WESTGATE store is $479,669|2024-01-09 14:50:44.230632
19170|The total sales in the Last Complete Week timeframe for the ONEONTA store is $497,009|2024-01-09 14:50:44.318447
19171|The total sales in the Last Complete Week timeframe for the O''NEILL HIGHWAY store is $769,877|2024-01-09 14:50:44.414835
19172|The total sales in the Last Complete Week timeframe for the BRATTLEBORO store is $503,542|2024-01-09 14:50:44.530125
19173|The total sales in the Last Complete Week timeframe for the MORRISVILLE store is $528,173|2024-01-09 14:50:44.602671
19174|The total sales in the Last Complete Week timeframe for the MARKET BISTRO store is $1,467,528|2024-01-09 14:50:44.783409
19175|The total sales in the Last Complete Week timeframe for the AMSTERDAM store is $692,114|2024-01-09 14:50:44.873133
19176|The total sales in the Last Complete Week timeframe for the PITTSFIELD store is $1,311,503|2024-01-09 14:50:44.965701
19177|The total sales in the Last Complete Week timeframe for the ST. JOHNSBURY store is $589,878|2024-01-09 14:50:45.045198
19178|The total sales in the Last Complete Week timeframe for the VAILS GATE store is $330,383|2024-01-09 14:50:45.139527
19179|The total sales in the Last Complete Week timeframe for the PARK AVENUE store is $320,822|2024-01-09 14:50:45.296689
19180|The total sales in the Last Complete Week timeframe for the SPENCER store is $237,172|2024-01-09 14:50:45.399628
19181|The total sales in the Last Complete Week timeframe for the SUNDERLAND ROAD store is $210,577|2024-01-09 14:50:45.491177
19182|The total sales in the Last Complete Week timeframe for the GT. BARRINGTON store is $444,420|2024-01-09 14:50:45.586811
19183|The total sales in the Last Complete Week timeframe for the TORRINGTON store is $885,872|2024-01-09 14:50:45.681897
19184|The total sales in the Last Complete Week timeframe for the GRANVILLE store is $544,570|2024-01-09 14:50:45.775158
19185|The total sales in the Last Complete Week timeframe for the ROUTE 50 store is $858,197|2024-01-09 14:50:45.860547
19186|The total sales in the Last Complete Week timeframe for the BETHLEHEM store is $1,153,824|2024-01-09 14:50:45.976549
19187|The total sales in the Last Complete Week timeframe for the WORCESTER FAIR store is $346,433|2024-01-09 14:50:46.055577
19188|The total sales in the Last Complete Week timeframe for the NORWICH store is $560,388|2024-01-09 14:50:46.149477
19189|The total sales in the Last Complete Week timeframe for the MARLBOROUGH store is $702,513|2024-01-09 14:50:46.258534
19190|The total sales in the Last Complete Week timeframe for the PALATINE BRIDGE store is $506,810|2024-01-09 14:50:46.348258
19191|The total sales in the Last Complete Week timeframe for the SHELBURNE ROAD store is $852,360|2024-01-09 14:50:46.451068
19192|The total sales in the Last Complete Week timeframe for the MALONE store is $363,185|2024-01-09 14:50:46.545354
19193|The total sales in the Last Complete Week timeframe for the WEST LEBANON store is $508,675|2024-01-09 14:50:46.639415
19194|The total sales in the Last Complete Week timeframe for the PLATTSBURGH store is $848,133|2024-01-09 14:50:46.749311
19195|The total sales in the Last Complete Week timeframe for the TAYLOR store is $292,781|2024-01-09 14:50:46.843818
19196|The total sales in the Last Complete Week timeframe for the LAKE GEORGE store is $43,175|2024-01-09 14:50:46.923139
19197|The total sales in the Last Complete Week timeframe for the BENNINGTON store is $583,043|2024-01-09 14:50:47.017788
19198|The total sales in the Last Complete Week timeframe for the ERIE BLVD. store is $679,157|2024-01-09 14:50:47.127248
19199|The total sales in the Last Complete Week timeframe for the WYOMING store is $414,196|2024-01-09 14:50:47.207209
19200|The total sales in the Last Complete Week timeframe for the WESTERN LIGHTS store is $494,790|2024-01-09 14:50:47.285613
19201|The total sales in the Last Complete Week timeframe for the ALTAMONT AVENUE store is $1,063,125|2024-01-09 14:50:47.395672
19202|The total sales in the Last Complete Week timeframe for the WINDSOR  VT store is $176,813|2024-01-09 14:50:47.483695
19203|The total sales in the Last Complete Week timeframe for the CORTLAND store is $521,164|2024-01-09 14:50:47.577883
19204|The total sales in the Last Complete Week timeframe for the MAIN AND CAMBRIDGE store is $359,382|2024-01-09 14:50:47.672191
19205|The total sales in the Last Complete Week timeframe for the LAKE PLACID store is $331,525|2024-01-09 14:50:47.751282
19206|The total sales in the Last Complete Week timeframe for the HUDSON VALLEY PLAZA store is $580,991|2024-01-09 14:50:47.849755
19207|The total sales in the Last Complete Week timeframe for the CLAY store is $304,517|2024-01-09 14:50:47.938935
19208|The total sales in the Last Complete Week timeframe for the GUILDERLAND store is $598,471|2024-01-09 14:50:48.092574
19209|The total sales in the Last Complete Week timeframe for the MALTA store is $978,026|2024-01-09 14:50:48.238878
19210|The total sales in the Last Complete Week timeframe for the MONTROSE store is $493,890|2024-01-09 14:50:48.376586
19211|The total sales in the Last Complete Week timeframe for the SHAKER ROAD store is $555,133|2024-01-09 14:50:48.472119
19212|The total sales in the Last Complete Week timeframe for the PUTNAM store is $532,838|2024-01-09 14:50:48.627841
19213|The total sales in the Last Complete Week timeframe for the EDWARDSVILLE store is $671,101|2024-01-09 14:50:48.850238
19214|The total sales in the Last Complete Week timeframe for the NISKAYUNA store is $761,591|2024-01-09 14:50:49.053030
19215|The total sales in the Last Complete Week timeframe for the ESSEX CENTER store is $485,928|2024-01-09 14:50:49.191955
19216|The total sales in the Last Complete Week timeframe for the SAUGERTIES store is $446,717|2024-01-09 14:50:49.285821
19217|The total sales in the Last Complete Week timeframe for the MOUNTAIN ROAD store is $985,678|2024-01-09 14:50:49.380046
19218|The total sales in the Last Complete Week timeframe for the GLOVERSVILLE store is $281,437|2024-01-09 14:50:49.490654
